"","cg1","cg2","cg3","cl1","cl2","cl3","cw1","cw2","cw3","sg1","sg2","sg3","sl1","sl2","sl3","sw1","sw2","sw3"
"WBGene00044350",7.281706,6.766287,6.093601,6.514796,5.355611,6.710054,4.324356,2.177815,1.849919,1.837967,0,3.772676,0.861279,1.804401,0.071537,0.483014,0.671906,3.921266
"WBGene00044352",0.337625,0.329283,0.573171,0.190412,0.207218,0.158594,0.450181,0.572009,0.061793,0.117339,0,0.595565,0.464162,0,0,0,0.228889,0
"WBGene00044353",0.024408,0,0.025567,0.114058,0.05111,0,0.070786,0.019342,0.097162,0,0,0,6.325306,4.407474,3.336677,6.205211,1.706205,0.03105
"WBGene00044354",0.121146,0.190358,0.1269,0.165115,0.147979,0.01528,0.234224,0.032001,0.040188,0,0,0,3.653428,6.45161,1.584105,1.944701,0.823326,0.034247
"WBGene00044355",2.377175,1.809405,0.949449,2.257638,2.059143,0.841273,2.000423,2.371692,0.397124,12.39464,86.423618,0.531777,14.829892,63.565655,35.292024,16.519631,22.390316,0.072518
"WBGene00044356",0,0,0,0.100677,0,0,0.083309,0,0,0,0,0,0,0.05785,4.405029,0,0.125503,0
"WBGene00044358",0.689133,1.021815,1.650951,1.362423,1.41528,0.592973,1.024896,0.861168,0.545134,0,0,10.063204,3.33275,0.088961,21.897534,2.003681,5.654858,0
"WBGene00044359",0,0,0,0,0,2.193731,0,0,0,0,0,0,0,0,0,2.501734,0,0
"WBGene00044360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835476,0
"WBGene00044361",0,0,0,0,0,0,0.063187,0,0.173465,0,0,0.622854,1.202766,10.662249,8.857807,0,4.283587,0.388032
"WBGene00044362",0.514199,0.448868,1.073279,1.070376,0.939229,0.68908,0.828458,0.271653,0.170574,0,0,0,0.39424,0,0,0,0.228855,0
"WBGene00044363",0.805835,0.98407,0.482345,0.717259,0.64282,0.644913,0.366694,0.091227,0.229382,0,0,0,1.652003,4.034423,0,0.150415,2.23426,0.016271
"WBGene00044364",0,0,0,1.050804,0,0,0,0,0,0,0,0,3.528153,0,0,0,2.509654,0.508546
"WBGene00044365",0,0,0,1.050804,0,0,0,0.475198,0,0,0,0,0.977581,0.402534,0,0,1.856763,0.508546
"WBGene00044366",0,0.535894,0.535871,5.976407,2.142461,1.161473,2.967235,0,0.339408,0,0,0,2.431738,0,0,0,1.117522,0
"WBGene00044367",3.173767,3.865846,2.705977,1.983188,1.390982,2.625317,0.856205,1.052817,1.909777,0,0,0,2.716295,0,1.22833,0.70262,0.376209,0
"WBGene00044368",0,0,0,0,0,0,0,0,0,0,0,0,2.665636,0,0,0,0,0
"WBGene00044369",0,0,0,0,0.06141,0,0.056701,0,0,0,0,0,0,0,0,0,0,8.829261
"WBGene00044370",32.170094,14.739703,49.006142,22.298981,57.040855,37.004289,14.644795,27.733495,41.755298,0,0,0,0,0,0,0,0,0
"WBGene00044371",0.056713,0,0,0,0.118756,0,0.164473,0.044943,0,0,0,0,0,0,0,0,0,0
"WBGene00044372",0,0,0.080793,0,0.242263,0,0,0.061122,0,0,0,0,0.118272,1.346164,0,0,0,0.065411
"WBGene00044373",0,0,0,0,0,0,0,0,0.065605,0,0,0,0,0,0,0,0.324015,0.377372
"WBGene00044374",0.818045,0.979348,2.937918,0.682619,0.734129,2.564804,0,1.574352,1.47314,0,0,23.092284,0.896,6.903403,6.390241,1.897762,2.212465,45.93646
"WBGene00044375",0,0,0,0,0,0,0,0,0,0,0,1.373913,0,0,0,0,0,0
"WBGene00044376",2.473952,0.304888,3.353625,0.510027,0.914189,0.881068,0.98476,0.461292,1.641355,0,0,0,0,0,0,0,5.086368,0
"WBGene00044377",0,0,0,0.083819,0.225361,0,0,0,0.047602,0,0,0,0,0,0,0,0,0
"WBGene00044378",0,0,0,0,0,0,0,0,0,0,0,0,0,0.03807,0,0,0,0
"WBGene00044379",0,0,0,0,0,0.042529,0,0,0,0,0,0.014092,0.430863,0,0,0,0,0
"WBGene00044380",0,0.377247,0.377231,0.841428,0,0.545086,0,0,0,0,0,0,13.253417,8.461109,16.267532,15.124594,2.360067,0
"WBGene00044381",0.383519,0.133916,0.267821,0.398257,0.267694,0.451491,0.123582,0.067538,0.113088,0,0,14.746371,0.653436,0.743737,1.772935,0.310208,3.847602,6.197796
"WBGene00044382",0.588279,1.02707,1.574774,0.99269,0.273743,1.385084,0.189562,0.207193,1.17089,0,0,10.588517,1.353112,7.327554,0.932401,1.464083,2.808129,0
"WBGene00044383",0.094555,0.0566,0.099045,0.157803,0.141426,0.010223,0.013058,0,0.053771,0,0,0.027098,0.051783,3.291509,0,0,0,2.067725
"WBGene00044384",2.125855,2.149948,2.955518,4.325241,6.221766,2.419541,2.960004,4.569338,2.134879,0,0,9.306654,3.341651,0.048017,15.081438,3.699428,6.465343,0
"WBGene00044385",0.26257,0.068763,0.550078,0.076686,0.206181,0.298067,0,0.104037,0.174203,0,0,0.296292,0.603942,0.176257,0,0.110274,3.584846,3.785496
"WBGene00044386",0.305129,0.284118,0.071027,0.316855,0.248474,0.256578,0.065548,0.134334,0.314906,0,0,0.425083,0.285932,0,0,0.322742,0,0
"WBGene00044387",0.77909,1.196981,0.9249,0.728127,0.21752,0.235844,0.502096,0.082319,0.137838,0,0,0,16.566044,10.32024,7.100268,9.510626,2.836494,0
"WBGene00044388",3.588749,3.975842,3.81822,8.955697,9.639358,1.862766,5.90314,5.777173,4.126189,0,0,5.124989,3.803143,0,5.745654,1.851771,7.384459,0
"WBGene00044389",96.903384,122.958237,65.40505,90.233025,76.198744,88.217782,107.002452,75.506246,74.916525,93.059444,0,9.150518,29.846133,25.992386,12.531265,10.670972,14.761674,0
"WBGene00044390",0.089686,0,0,0.419096,0,0.135747,0,0,0,0,0,0,0,0,0,0,0.195916,0
"WBGene00044391",0.30247,0.158424,0.475251,0.530034,0.422244,0.534117,0.194931,0.39949,0.267567,0.138568,0,0.960742,1.855247,0,2.876426,4.036755,2.165747,0
"WBGene00044392",4.611028,3.765309,6.337324,7.677741,6.951928,6.425979,6.026291,7.839548,4.640491,0,0,0,0,0,0,0,0,0
"WBGene00044393",2.603378,1.628135,2.197888,3.631465,5.898922,1.617344,3.868919,1.970681,2.500607,0,0,1.714892,1.0427,0,14.688248,0.021758,4.187437,0.082382
"WBGene00044394",23.632677,16.091417,18.875666,8.282542,12.990161,18.779303,12.279521,8.427513,21.55892,0,0,3.259398,1.358949,0.198301,0.351159,2.481299,0.215103,0
"WBGene00044395",26.759359,29.350453,29.019436,34.693767,26.368722,20.251302,37.432767,49.729109,10.304066,18.076089,0,5.473443,14.160457,9.157576,32.932141,22.094709,12.149457,0
"WBGene00044396",13.326589,15.059645,10.660818,13.862418,9.700062,6.976937,10.015026,5.171853,5.177781,26.009838,0,4.326032,5.633666,18.044844,1.519059,5.469087,6.08151,16.197967
"WBGene00044397",0,0.271162,0,0,0,0.195902,0,0,0.171741,13.403914,0,0,0.398942,0,0,0.438582,0,0
"WBGene00044398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9684,0
"WBGene00044401",3.088781,4.242703,4.306349,3.914803,3.39759,2.403455,4.758639,2.968241,3.511986,13.259257,1122.682131,16.225671,76.744708,52.916218,119.885829,323.613543,255.624658,224.796794
"WBGene00044402",0.904682,0.728988,0.558867,1.138178,0.850044,1.281538,0.807279,0.716919,0.615606,0.042508,0,0.942341,2.258728,0,1.516612,0.649481,3.243072,14.380616
"WBGene00044403",1.540265,1.540139,1.61341,1.990232,1.539339,1.589539,1.195686,0.795232,1.161246,0,0,2.738792,1.86086,0.031332,0.443866,2.574439,0.815674,0
"WBGene00044405",0,0,0.785485,0,0,0.486428,0,0,0,0,0,0.268629,0.2464,0.287642,0,0.659854,0.234011,0
"WBGene00044406",0.636509,0.980536,1.333473,1.224738,0.980027,0.623384,0.904869,0.652758,0.27325,0,0,0.431892,4.707914,14.854047,10.414826,10.147661,8.778811,12.748823
"WBGene00044409",0.108634,0,0,0.063455,0.113738,0.082213,0,0.043044,0,0,0,0.381377,0.124935,0.802156,1.485056,0.36499,0.830573,3.293589
"WBGene00044410",2.354307,3.091973,2.94461,2.79143,2.538515,3.164554,3.023211,1.503682,2.074864,4.496202,0,5.316012,2.667182,21.801522,16.386684,6.379908,3.249498,0
"WBGene00044411",3.930659,4.739007,4.272693,4.505286,4.037711,3.030823,2.580965,3.585034,3.14906,10.260714,0.058232,0.557921,12.793846,48.937831,25.918948,14.742896,17.010782,0.094343
"WBGene00044412",6.447624,6.896678,6.678596,8.546405,10.36749,5.462604,6.188257,5.785185,6.143408,5.230599,0.018159,1.346356,5.129341,4.641474,2.064029,2.897728,5.687213,0.009842
"WBGene00044413",448.255907,532.253558,511.334982,494.879377,350.146538,618.08633,460.552064,366.380924,717.023964,1122.46876,0,77.683422,83.670945,40.173023,78.114418,81.479671,76.046087,0
"WBGene00044414",5.007387,5.414614,5.583583,8.680342,5.834598,6.17331,6.324039,2.304072,4.608179,0,0,0,0,0,0,0,0,0
"WBGene00044415",0,0,0,0,0,0,0,0,0,0,0,0,0,0.059972,0,0,0,0
"WBGene00044416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044417",0.042969,0.180047,0.112525,0.225892,0.157459,0.081297,0.124615,0.102154,0.071271,1.476389,0,0,7.774984,11.609833,6.53806,3.87201,8.338345,13.61062
"WBGene00044418",5.441957,4.988509,4.373116,4.366457,3.887172,2.297444,3.106656,2.666751,2.620688,5.297345,14.570319,0.392523,9.508498,11.113937,18.482278,12.642772,10.403076,0.128467
"WBGene00044419",0,0,0.043672,0.048706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053036
"WBGene00044420",3.848125,4.744738,3.685918,3.059375,4.387438,2.870343,1.846426,2.287843,2.987086,1.334792,0.050838,12.69663,10.176604,7.073635,16.06671,10.741568,12.517243,0.013727
"WBGene00044421",10.605364,9.456827,2.754298,8.191429,5.597735,1.72461,9.913251,5.69545,4.186818,48.34458,0,4.967186,24.057599,43.303169,24.48435,19.092145,11.360159,5.500483
"WBGene00044423",4.89492,3.893184,4.674613,6.11728,5.42119,3.861093,3.691686,2.706827,2.507548,0.706698,35.428178,2.6387,2.785716,10.658307,9.014578,3.8981,8.734481,0
"WBGene00044424",0,0,0,0,0,0,0,0,0,0,0,0.074034,0.056589,0.148638,0.350951,0,0,0
"WBGene00044427",0,0.034163,0.034162,0,0,0,0.031527,0,0,0,0,0,0.575107,4.159556,0,0,0,0
"WBGene00044428",0,0.049492,0.024745,0,0.024733,0,0,0,0.031346,0,0,0,1.068614,0.650167,0.7582,0.23811,0.688056,0
"WBGene00044429",0,0.375687,0.187835,0,0,0,0,0,0,0,0,0,0.549942,0,1.278968,0,0,0
"WBGene00044430",0.174502,0.402153,0.292462,0.203859,0.219242,0.264124,0.067476,0.082971,0.532562,0,0,0,0,0,0,0,0,0
"WBGene00044431",30.040073,29.681969,28.575119,39.741365,39.102039,30.230241,44.736722,31.07566,44.277436,14.431521,0,21.621486,12.823174,9.156094,4.825583,22.004401,25.953025,3.545973
"WBGene00044432",0.197769,0.041434,0.103184,0.277248,0.16565,0.179604,0.11471,0,0.104969,0,0.031057,1.861919,1.630186,4.13393,1.51617,1.860512,0.662474,0
"WBGene00044433",8.292581,9.060382,1.40103,7.916803,4.574516,1.754516,2.758334,2.049173,2.366345,0,0,8.899213,9.297683,10.833955,2.013914,2.097109,4.609877,0
"WBGene00044434",1.194907,1.270528,1.355172,2.162117,2.248137,0.428352,1.363554,2.071808,0.464931,0,0,0.959741,1.908057,0,4.570954,0,1.34764,0
"WBGene00044435",0.411099,0.36912,0.635679,0.320173,0.553392,0.548158,0.132469,0.108592,0.24677,0.017937,0,0.79525,0.735448,5.768898,5.491856,0.504254,2.038388,0.008301
"WBGene00044436",0.123655,0.09715,0.388582,0.108344,0.291298,0.187163,0.179305,0.122489,0.06153,0,0,2.20157,2.512391,1.245103,0.036748,0.346216,5.042252,0
"WBGene00044437",0.942524,0.888594,0.197457,0.697356,0.657875,0.095106,0.728908,0.697113,0.083376,0,0,0.015757,2.288358,4.007067,0.373467,1.548171,0.045754,0.026644
"WBGene00044438",4.719365,4.556315,3.947408,5.53389,5.328303,3.305047,3.796153,2.944457,0.736039,1.355312,0,0.070653,0.162016,0.153672,0,0.601511,0.346208,0
"WBGene00044440",8.422655,8.641567,5.775338,9.709551,7.724316,6.54092,6.262238,5.041384,1.601036,0.334371,0,0.404791,0,0.136788,1.224337,0,0.107729,0.024438
"WBGene00044441",3.77027,2.962114,4.936646,2.202277,7.894866,7.133287,4.555882,8.963294,3.752106,0,0,0.94544,3.613362,0,35.854439,4.750287,26.767096,0
"WBGene00044442",5.65619,3.097185,4.308943,2.853346,2.288034,3.696853,1.988297,1.731786,3.411479,3.297922,0,0.709179,2.661118,0,0.91686,0.863808,1.310459,0
"WBGene00044443",0.367285,0.384744,5.770911,0.143025,0.448635,5.327548,0.236702,0.048509,1.015322,2.019138,170.243664,2.824437,6.570667,6.57467,1.018734,43.533237,4.279054,0
"WBGene00044445",26.656099,30.702552,33.415881,56.442223,26.616588,24.049017,26.782384,32.12567,12.895399,109.623021,0,735.896035,161.512239,437.813872,241.904542,103.898961,25.295627,527.292322
"WBGene00044446",5.652547,4.81339,7.105178,8.052001,8.05633,4.526198,7.509001,10.69272,2.346906,0,0,49.491663,0.894729,0.04896,0,0.612631,0.212435,0
"WBGene00044447",3.895905,3.63288,4.387577,9.339425,9.407571,2.198514,4.28863,3.53347,2.345705,0.020634,0,4.969432,5.835903,0,10.493706,0.857504,8.822035,0.019098
"WBGene00044449",2.898719,0,0,6.772758,3.034928,10.968654,2.802181,0,3.846338,0,0,1.453777,6.667399,0,0,4.869589,6.332155,0
"WBGene00044450",3.031521,1.05854,0,16.527105,2.11598,3.823724,2.93056,2.40234,2.011277,0,0,0.506793,0.774762,0,0,0,0,0
"WBGene00044451",0,2.492112,0,8.337777,4.981634,5.401297,2.299797,0,6.31351,0,0,0,0,0,0,1.332185,0,0
"WBGene00044453",0.087648,0.275442,0,0.204786,0.183532,0.397987,0.423643,0.277827,0,0,0,0,0.2016,0,0,0,0,0
"WBGene00044454",0,0,0,0,0,0,0,0,0,0,0,0,13.525072,0,13.106027,40.747351,14.450645,0
"WBGene00044455",0.940056,1.079655,1.32875,1.349601,0.865647,1.311428,0.569337,0.771877,0.450857,0,0,1.36326,0.338664,0.007603,0,2.530542,0.626778,0
"WBGene00044457",1.845213,2.072094,3.370875,3.690454,3.446543,2.312513,2.540075,2.257708,0.773704,0.013525,0,1.710174,2.874745,0,2.263637,3.397374,3.966314,10.371892
"WBGene00044458",0.098569,0.103254,0,0.057576,0,0,0,0,0,0,0,0,0,0,0,0,0.753619,0
"WBGene00044459",0.432056,0.293347,0.631188,0.672989,0.45245,0.326977,0.448605,0.215575,0.238874,0.014662,0,0.734326,2.020974,0.042967,1.398118,0.815421,1.176851,0
"WBGene00044460",0.019139,0.040097,0.080191,0,0.100191,0.072421,0.055505,0.030333,0.025396,0,0,0,0.102718,0.012848,0.022751,0,0,0
"WBGene00044462",0,0,0,0.370127,0.331714,0.239772,0,0.25107,0,0,0,0.317792,0.485825,0,0.376618,2.483784,0,13.434448
"WBGene00044463",10.826932,11.241209,14.954186,12.928212,9.379527,8.882604,13.47659,15.223529,8.61346,2.019138,0.188078,10.235248,9.770295,10.869645,15.660665,9.174619,1.953481,6.073892
"WBGene00044464",0.199259,0.173942,0.365263,0.174586,0.104311,0.150798,0.048156,0.078952,0.055083,0.395568,0,0.066622,0.381933,1.114651,1.4804,1.227371,1.547645,0.373174
"WBGene00044466",74.437296,74.596181,68.2235,71.477002,69.892369,83.320165,68.708021,66.778843,88.973321,77.663232,0,20.594048,19.630239,3.512296,6.837997,15.938242,11.188163,10.234965
"WBGene00044467",10.886204,14.219692,10.75375,11.251997,9.760448,4.733343,8.606853,5.33598,4.27884,3.169315,9.615533,1.583936,25.042175,11.346738,13.803612,26.941878,28.213789,32.749749
"WBGene00044468",16.35526,19.420289,30.516297,20.626611,17.610256,31.858125,12.037592,10.567461,13.317108,1.575171,0,5.1499,1.318092,0.218331,0.055233,0.62444,2.977294,2.186939
"WBGene00044469",24.798733,23.829763,22.806054,27.487948,22.999617,18.36113,21.613311,18.916841,5.700197,0.089455,0,1.517921,2.881944,0,1.566787,2.81558,3.41241,3.291257
"WBGene00044470",0.51765,0,0.108447,0,0,0.156702,0,0.082043,0,0,0,3.998058,0,0,0,0,0,0
"WBGene00044471",7.318752,18.618981,0,0,0,0,0,1.657078,0,0,0,13.109036,17.63562,66.67519,0,0,0,194.626685
"WBGene00044472",0,0,0.227585,0.253819,0.227477,1.890904,0,0.258262,0.216221,0,0,1.634472,1.249352,0.583386,2.711842,2.554928,0.079102,24.966789
"WBGene00044473",0,0,0,0,0,0,0,0,0,0,0,0,0,0.079047,0,0,0,0.049932
"WBGene00044474",1.512351,1.901087,0.316834,1.884564,3.483515,0.534117,2.241709,1.677856,0.200675,0,0,0.606784,6.416063,0,8.509427,1.863118,8.011385,0
"WBGene00044475",5.294124,5.545774,4.398185,14.822124,15.195171,2.832222,12.441574,7.378028,2.361795,0.167266,0,4.760924,19.945278,0.551455,33.419303,3.220117,56.154312,0
"WBGene00044476",6.989898,6.185957,4.797069,14.219807,13.75345,3.283391,10.135662,8.881775,5.117221,0,0,22.363322,14.783998,0,47.132366,9.447911,22.114014,0
"WBGene00044477",0.550928,1.211943,0.750218,1.02978,1.038268,0.375245,0.852128,0.916828,0.255861,0,0,0,1.56288,0,0,1.696768,3.088942,0.046722
"WBGene00044478",4.076823,5.928308,7.342084,3.799497,4.474073,8.200958,2.788146,3.597643,5.010442,0.193616,0,15.216242,8.643273,2.282194,5.801223,17.376541,14.783821,9.01509
"WBGene00044479",0.252885,0.132453,0.066224,0.073857,0.066192,0.143536,0,0.0501,0.335556,0,0,0.982916,3.150688,2.503899,2.404881,2.371935,0.276209,9.543593
"WBGene00044480",0.20706,0.542256,0.406675,0.75592,0.778351,0.589748,0.375308,0.307661,0.051516,0.05989,0,1.49373,1.270035,6.671746,0,0.652205,0.339237,42.203425
"WBGene00044481",6.716659,8.151598,3.454835,9.251389,9.118571,3.367081,7.007757,6.411674,2.381959,2.329428,0,7.736502,4.451663,6.088525,3.491831,6.387186,12.558404,0.808534
"WBGene00044482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.267773,0,0,11.895138
"WBGene00044483",22.464088,22.824924,21.915033,23.314855,30.989429,20.174615,22.834368,17.037729,19.573374,2.959299,0,7.736502,7.72464,1.423827,7.85062,5.182855,19.516497,10.322696
"WBGene00044484",4.046897,4.528896,1.858415,3.783979,3.797118,0.800735,2.77209,2.75996,1.205143,2.793601,0,0.09084,8.439944,2.436162,1.435398,6.372917,6.594591,0.012801
"WBGene00044485",8.23796,8.375731,5.498983,9.152099,6.426513,13.63018,6.558263,5.440169,10.663112,10.359973,0,1.093642,3.777273,12.198423,5.376356,2.396957,6.351371,0
"WBGene00044486",0,0,0,0,0,0,0,0,0,0,0,0,0,0.042544,0,0,0,0.027043
"WBGene00044487",0.432872,0.247335,0.412208,0.321806,0,0.416939,0.038041,0.155923,0.443841,0,0,0.256568,0.090514,0.052832,0,0.947546,0.028654,0.066746
"WBGene00044488",29.143569,30.328979,25.441531,27.53648,23.142954,21.658915,23.230392,24.382342,14.568013,0,267.437512,138.470689,17.98336,21.370443,0,55.040693,30.487217,11.148092
"WBGene00044489",14.598035,18.989387,2.099699,10.48688,11.132219,0.956368,11.837118,11.809994,0.722771,0.878382,0,5.944431,12.027661,3.042178,5.542605,3.025772,9.741194,0.073911
"WBGene00044490",2.271635,2.877673,0.4427,1.728055,2.654933,0.03998,1.889565,0.544236,0.070099,2.759027,0,1.536702,2.146718,0,0,0.532485,4.65457,0
"WBGene00044491",5.21598,9.067774,0.697491,4.148753,5.344883,0.419938,5.685962,4.397259,0.883549,0,0,4.118713,1.786843,0,5.804586,1.429324,5.090997,0
"WBGene00044492",3.924632,3.197588,4.52764,6.024923,7.133764,5.508636,5.322036,3.671634,4.48435,0,0,5.570972,1.999093,3.048289,5.196283,2.31977,8.951764,4.849876
"WBGene00044493",5.59512,5.546253,5.487298,7.256937,6.765615,4.473838,3.685937,2.567819,3.436477,3.610726,0,4.401454,4.991363,2.949155,9.180317,3.448132,7.824157,0.008936
"WBGene00044495",0.654877,0.676478,0.400153,0.871305,0.504714,0.192736,0.316533,0.309934,0.120689,0.241677,0,1.18602,2.998641,8.908077,0.724406,3.488852,1.914031,0.146558
"WBGene00044498",0,0,0,0.634406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044499",9.31447,5.671794,2.762036,1.767199,2.02829,3.076238,1.049165,2.81478,1.564303,0,0,2.158546,1.103933,0,1.134768,0.729564,2.459444,0
"WBGene00044500",0,0,0,0,0,0,0,2.079139,3.907578,0,0,0,2.884303,0,2.018551,0,0,0
"WBGene00044501",0.284855,0.229535,0.504955,0.691152,0.688246,0.232159,0.78374,0.590382,0.247139,0,0,2.164902,3.0576,0,17.008809,1.533752,4.244104,0
"WBGene00044502",4.407424,4.511995,9.128531,7.606327,9.54368,11.977508,2.13032,3.49268,11.962337,0.183558,0,2.763036,1.6896,0,2.381457,3.36549,1.677584,0
"WBGene00044503",0.032856,0.043022,0.034417,0.057576,0.0172,0.006216,0.031762,0.006509,0,0.007526,0,0,0,1.907356,0,0,0,1.062322
"WBGene00044504",0.498311,0.567389,0.54467,1.316151,0.680513,0.311533,0.418883,0.274705,0.229988,0,0,1.249575,0.249169,0,0.025755,0.44889,0.220864,0
"WBGene00044505",0,1.209568,7.257099,4.046812,1.20894,4.369277,2.232453,0.915032,3.064317,0,0,0,0,0,0,3.232937,1.681576,0
"WBGene00044508",6.664789,7.592195,7.175139,8.82835,5.958815,7.672222,5.435826,2.785328,5.65972,0.780654,0,1.804832,1.82995,0.13544,1.72615,2.62796,3.551219,0.047534
"WBGene00044509",4.482267,5.427065,4.146345,5.168328,4.205314,2.731341,4.389263,1.75293,1.737924,8.800392,0,0,1.115774,0,2.698684,0.684528,0.042387,0
"WBGene00044510",0.160449,0.120054,0.120049,0.294551,0.359974,0.190813,0.155105,0.18164,0.015207,0,0,0.85067,1.230169,3.15423,1.961782,0.115517,0.667609,0
"WBGene00044511",0,0,0.796218,0.052235,0,0.304546,0.086448,0,0.05933,0,0,0.740013,1.816932,0,2.179205,0.525797,2.930222,0
"WBGene00044512",0.915388,0.976657,1.136425,0.811942,0.993898,0.474669,0.999612,0.268668,0.213686,0,0,0.952185,2.5344,0,0,0.47462,1.641676,0
"WBGene00044513",15.274414,23.287804,13.30675,7.420309,7.60023,8.812744,9.064105,6.591433,5.919794,4.295522,0,0.682618,6.261322,6.395661,6.112271,15.412727,2.863128,0
"WBGene00044514",16.032245,19.122941,146.203122,14.401176,9.380184,184.494406,16.279739,11.743946,67.171917,128.254918,90.02166,399.798079,186.704484,144.067105,69.665402,231.757347,57.094538,496.096404
"WBGene00044515",2.900253,2.86199,4.57899,3.486379,3.12455,5.248654,2.072273,1.099195,4.935958,0.038512,0,0,2.93263,2.229028,0.299791,0.164759,0.765158,0
"WBGene00044516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46161,0
"WBGene00044517",1.172187,1.277022,2.111908,1.752816,1.37454,2.483889,1.359779,0.297249,1.337632,3.823473,0,0.258667,1.042519,0,0,0.577623,0.785252,0
"WBGene00044518",0,0,0,0,0,0,0,0,0,0,0,0,0,0.061273,0,0,0.598181,0.038705
"WBGene00044519",0,0,0.247361,0,0,0.178714,0,0,0,0,0,0,0,0,0,0,0.171951,0
"WBGene00044520",10.99362,8.061332,6.909419,5.137244,6.906123,6.655918,15.941238,27.007004,16.046296,0,0,0,0,0,0,1.23122,2.40152,0
"WBGene00044521",0.439142,0.332533,0.895908,0.987848,0.995212,0.207983,0.416334,0.349845,0.307094,0,0,0,0,0,0,0,1.138207,0.004775
"WBGene00044523",0,0,0.059626,0,0,0,0,0.045108,0,0,0,0,0,0,0,0,0,0
"WBGene00044524",0,0,0,0,3.444758,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00044525",0,0,1.070747,0.356845,0.46522,1.783779,0,0.12103,0.36992,0,0,0.826613,3.918127,1.029273,2.435984,8.584663,4.111499,4.482517
"WBGene00044526",0,0.050498,0.050495,0,0.100943,0.072964,0.139802,0.114604,0.159913,0,0,0.169236,0.03696,0.129439,0,0,0.035102,0.040882
"WBGene00044527",7.13883,6.199707,6.166678,7.387355,8.388242,6.682981,6.589627,7.138196,4.184816,0,0,10.760644,5.284447,4.438559,0.509367,10.296785,29.403652,61.094643
"WBGene00044528",0.126832,0.149469,0,0.092606,0.068219,0.024655,0.078734,0.038726,0.042074,0,0,0.204237,2.358147,0.14215,0,0.78322,0.459149,0.020722
"WBGene00044529",3.073598,3.158949,3.827025,7.553976,6.496767,3.225788,5.101556,6.227081,11.351573,0.212541,0,100.349775,68.684694,0.330896,67.654262,71.1649,71.671246,195.728849
"WBGene00044530",43.4185,34.604417,59.27429,32.613875,27.259471,34.795049,32.152246,44.872419,18.421999,4.067824,0,18.661952,2.076972,2.576148,5.858964,2.359674,1.041063,1.898519
"WBGene00044531",0.993254,0,0,0,0,0,0,0,1.976938,0,0,0,0.761534,0,0,1.112386,0,0
"WBGene00044533",13.009009,12.510378,11.467358,12.290919,11.57353,4.250083,10.96084,17.6324,1.55639,0,0,0.962606,1.498839,0.835089,0,1.990344,0.439983,0
